sale_id,sale_date,product_name,category_name,store_name,country,quantity,price,revenue,claim_status,month,quarter,year,store_performance,price_category
OID-59550,2023-12-29,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59551,2023-12-29,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-59552,2023-12-29,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-59553,2023-12-29,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-59554,2023-12-29,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-59555,2023-12-29,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-59556,2023-12-29,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-59593,2023-12-29,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59594,2023-12-29,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59595,2023-12-29,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59596,2023-12-29,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59614,2023-12-29,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59615,2023-12-29,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59616,2023-12-29,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59677,2023-12-28,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-59678,2023-12-28,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-59679,2023-12-28,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-59680,2023-12-28,iPhone 11,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59681,2023-12-28,iPhone 11,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59682,2023-12-28,iPhone 11,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59683,2023-12-28,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-59684,2023-12-28,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59685,2023-12-28,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59686,2023-12-28,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59687,2023-12-28,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59688,2023-12-28,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-59689,2023-12-28,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-59690,2023-12-28,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-59691,2023-12-28,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-59692,2023-12-28,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-59693,2023-12-28,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-59694,2023-12-28,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-59738,2023-12-28,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59739,2023-12-28,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59740,2023-12-28,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59741,2023-12-28,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59754,2023-12-28,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59755,2023-12-28,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59756,2023-12-28,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59757,2023-12-28,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59840,2023-12-27,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-59841,2023-12-27,iPhone 11,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59842,2023-12-27,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-59843,2023-12-27,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-59844,2023-12-27,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-59845,2023-12-27,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59846,2023-12-27,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59847,2023-12-27,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59848,2023-12-27,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-59849,2023-12-27,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-59850,2023-12-27,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-59851,2023-12-27,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-59852,2023-12-27,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-59853,2023-12-27,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-59901,2023-12-27,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59902,2023-12-27,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-59921,2023-12-27,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59922,2023-12-27,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59923,2023-12-27,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59924,2023-12-27,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-59989,2023-12-26,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-59990,2023-12-26,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-59991,2023-12-26,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59992,2023-12-26,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59993,2023-12-26,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59994,2023-12-26,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59995,2023-12-26,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59996,2023-12-26,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59997,2023-12-26,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-59998,2023-12-26,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-59999,2023-12-26,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-60000,2023-12-26,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60001,2023-12-26,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60002,2023-12-26,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60003,2023-12-26,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60004,2023-12-26,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60005,2023-12-26,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60006,2023-12-26,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60007,2023-12-26,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-60008,2023-12-26,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-60009,2023-12-26,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-60065,2023-12-26,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60066,2023-12-26,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60067,2023-12-26,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60068,2023-12-26,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60084,2023-12-26,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-60085,2023-12-26,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-60148,2023-12-25,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-60149,2023-12-25,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-60150,2023-12-25,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-60151,2023-12-25,iPhone 11,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60152,2023-12-25,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-60153,2023-12-25,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-60154,2023-12-25,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-60155,2023-12-25,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-60156,2023-12-25,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-60157,2023-12-25,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-60158,2023-12-25,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-60159,2023-12-25,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-60160,2023-12-25,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-60161,2023-12-25,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60162,2023-12-25,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60163,2023-12-25,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-60164,2023-12-25,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-60212,2023-12-25,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60213,2023-12-25,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60214,2023-12-25,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60215,2023-12-25,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60231,2023-12-25,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Warranty Void,December,4,2023,Poor,Budget
OID-60232,2023-12-25,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-60304,2023-12-24,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-60305,2023-12-24,iPhone 11,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60306,2023-12-24,iPhone 11,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60307,2023-12-24,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-60308,2023-12-24,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-60309,2023-12-24,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-60310,2023-12-24,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-60311,2023-12-24,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-60312,2023-12-24,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
OID-60313,2023-12-24,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-60314,2023-12-24,iPad (7th Gen),Tablet,Apple Istanbul,Turkey,1,329,329,Free Replaced,December,4,2023,Poor,Budget
OID-60315,2023-12-24,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60316,2023-12-24,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60317,2023-12-24,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60318,2023-12-24,iPad Air (4th Gen),Tablet,Apple Istanbul,Turkey,1,599,599,Free Replaced,December,4,2023,Poor,Budget
OID-60319,2023-12-24,Apple One,Subscription Service,Apple Istanbul,Turkey,1,179,179,Free Replaced,December,4,2023,Poor,Budget
OID-60379,2023-12-24,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60380,2023-12-24,iPhone 13 Mini,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60399,2023-12-24,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-60400,2023-12-24,iPhone SE (3rd Gen),Smartphone,Apple Istanbul,Turkey,1,429,429,Free Replaced,December,4,2023,Poor,Budget
OID-60489,2023-12-23,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-60490,2023-12-23,Apple Watch Series 5,Wearable,Apple Istanbul,Turkey,1,399,399,Free Replaced,December,4,2023,Poor,Budget
OID-60491,2023-12-23,iPhone 11,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60492,2023-12-23,iPhone 11,Smartphone,Apple Istanbul,Turkey,1,699,699,Free Replaced,December,4,2023,Poor,Budget
OID-60493,2023-12-23,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-60494,2023-12-23,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-60495,2023-12-23,iPhone 11 Pro,Smartphone,Apple Istanbul,Turkey,1,999,999,Free Replaced,December,4,2023,Poor,Budget
OID-60496,2023-12-23,iPhone 11 Pro Max,Smartphone,Apple Istanbul,Turkey,1,1099,1099,Free Replaced,December,4,2023,Poor,Mid Range
